GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US13083,13083,"Dade County, Georgia",43463,6408
0500000US13085,13085,"Dawson County, Georgia",59265,3354
0500000US13087,13087,"Decatur County, Georgia",33514,3867
0500000US13089,13089,"DeKalb County, Georgia",52623,736
0500000US13091,13091,"Dodge County, Georgia",35544,3095
0500000US13093,13093,"Dooly County, Georgia",33319,4688
0500000US13095,13095,"Dougherty County, Georgia",33605,1625
0500000US13097,13097,"Douglas County, Georgia",57384,1985
0500000US13099,13099,"Early County, Georgia",28599,4806
0500000US13101,13101,"Echols County, Georgia",35354,6190
0500000US13103,13103,"Effingham County, Georgia",62820,2268
0500000US13105,13105,"Elbert County, Georgia",35739,4109
0500000US13107,13107,"Emanuel County, Georgia",31522,1962
0500000US13109,13109,"Evans County, Georgia",40594,5801
0500000US13111,13111,"Fannin County, Georgia",39011,2386
0500000US13113,13113,"Fayette County, Georgia",81689,2463
0500000US13115,13115,"Floyd County, Georgia",42955,2106
0500000US13117,13117,"Forsyth County, Georgia",91842,1618
0500000US13119,13119,"Franklin County, Georgia",37298,3508
0500000US13121,13121,"Fulton County, Georgia",58851,923
0500000US13123,13123,"Gilmer County, Georgia",43775,2851
0500000US13125,13125,"Glascock County, Georgia",43884,5421
0500000US13127,13127,"Glynn County, Georgia",46475,1465
0500000US13129,13129,"Gordon County, Georgia",41390,2256
0500000US13131,13131,"Grady County, Georgia",35518,1670
0500000US13133,13133,"Greene County, Georgia",44299,2678
0500000US13135,13135,"Gwinnett County, Georgia",61865,701
0500000US13137,13137,"Habersham County, Georgia",41600,3053
0500000US13139,13139,"Hall County, Georgia",51902,1137
0500000US13141,13141,"Hancock County, Georgia",26386,3351
0500000US13143,13143,"Haralson County, Georgia",42281,3605
0500000US13145,13145,"Harris County, Georgia",65336,4917
0500000US13147,13147,"Hart County, Georgia",37983,3061
0500000US13149,13149,"Heard County, Georgia",44185,3980
0500000US13151,13151,"Henry County, Georgia",62561,1986
0500000US13153,13153,"Houston County, Georgia",55480,1702
0500000US13155,13155,"Irwin County, Georgia",29846,6030
0500000US13157,13157,"Jackson County, Georgia",54246,2714
0500000US13159,13159,"Jasper County, Georgia",41434,1554
