GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US06105,6105,"Trinity County, California",37893,4964
0500000US06107,6107,"Tulare County, California",56714,1657
0500000US06109,6109,"Tuolumne County, California",51758,1940
0500000US06111,6111,"Ventura County, California",87369,1486
0500000US06113,6113,"Yolo County, California",68345,1846
0500000US06115,6115,"Yuba County, California",51101,2982
0500000US08001,8001,"Adams County, Colorado",69229,1293
0500000US08003,8003,"Alamosa County, Colorado",43273,4645
0500000US08005,8005,"Arapahoe County, Colorado",74160,1026
0500000US08007,8007,"Archuleta County, Colorado",47932,5440
0500000US08009,8009,"Baca County, Colorado",39100,5071
0500000US08011,8011,"Bent County, Colorado",37500,5507
0500000US08013,8013,"Boulder County, Colorado",76591,1554
0500000US08014,8014,"Broomfield County, Colorado",85859,2871
0500000US08015,8015,"Chaffee County, Colorado",51702,2464
0500000US08017,8017,"Cheyenne County, Colorado",58681,5115
0500000US08019,8019,"Clear Creek County, Colorado",70461,5707
0500000US08021,8021,"Conejos County, Colorado",52881,4219
0500000US08023,8023,"Costilla County, Colorado",35066,7435
0500000US08025,8025,"Crowley County, Colorado",34391,6074
0500000US08027,8027,"Custer County, Colorado",39250,5256
0500000US08029,8029,"Delta County, Colorado",43195,2354
0500000US08031,8031,"Denver County, Colorado",68308,1172
0500000US08033,8033,"Dolores County, Colorado",32135,4258
0500000US08035,8035,"Douglas County, Colorado",107627,1765
0500000US08037,8037,"Eagle County, Colorado",88592,4846
0500000US08039,8039,"Elbert County, Colorado",87144,3005
0500000US08041,8041,"El Paso County, Colorado",64421,979
0500000US08043,8043,"Fremont County, Colorado",42599,1980
0500000US08045,8045,"Garfield County, Colorado",68224,5207
0500000US08047,8047,"Gilpin County, Colorado",69830,9684
0500000US08049,8049,"Grand County, Colorado",69041,4163
0500000US08051,8051,"Gunnison County, Colorado",55283,7361
0500000US08053,8053,"Hinsdale County, Colorado",52386,10618
0500000US08055,8055,"Huerfano County, Colorado",37642,5400
0500000US08057,8057,"Jackson County, Colorado",46151,5371
0500000US08059,8059,"Jefferson County, Colorado",75384,928
0500000US08061,8061,"Kiowa County, Colorado",38750,3499
0500000US08063,8063,"Kit Carson County, Colorado",46396,4120
0500000US08065,8065,"Lake County, Colorado",56087,16652
0500000US08067,8067,"La Plata County, Colorado",63962,3472
0500000US08069,8069,"Larimer County, Colorado",63700,1481
0500000US08071,8071,"Las Animas County, Colorado",47852,1997
0500000US08073,8073,"Lincoln County, Colorado",41048,4273
0500000US08075,8075,"Logan County, Colorado",43118,3770
0500000US08077,8077,"Mesa County, Colorado",51214,1260
0500000US08079,8079,"Mineral County, Colorado",52396,11375
0500000US08081,8081,"Moffat County, Colorado",57382,7040
0500000US08083,8083,"Montezuma County, Colorado",45411,4958
0500000US08085,8085,"Montrose County, Colorado",46295,2754
0500000US08087,8087,"Morgan County, Colorado",51757,2383
0500000US08089,8089,"Otero County, Colorado",38174,2816
0500000US08091,8091,"Ouray County, Colorado",63625,4828
0500000US08093,8093,"Park County, Colorado",60996,5559
0500000US08095,8095,"Phillips County, Colorado",51875,7461
0500000US08097,8097,"Pitkin County, Colorado",70186,9787
0500000US08099,8099,"Prowers County, Colorado",46463,4579
0500000US08101,8101,"Pueblo County, Colorado",48061,1542
0500000US08103,8103,"Rio Blanco County, Colorado",58162,10073
0500000US08105,8105,"Rio Grande County, Colorado",43109,5767
0500000US08107,8107,"Routt County, Colorado",64219,4873
0500000US08109,8109,"Saguache County, Colorado",33047,6305
0500000US08111,8111,"San Juan County, Colorado",50893,7846
0500000US08113,8113,"San Miguel County, Colorado",59632,3929
0500000US08115,8115,"Sedgwick County, Colorado",50197,3234
0500000US08117,8117,"Summit County, Colorado",71584,4603
0500000US08119,8119,"Teller County, Colorado",64041,4780
0500000US08121,8121,"Washington County, Colorado",46640,2321
0500000US08123,8123,"Weld County, Colorado",70351,1163
